(1)_X,0 --> 3
(4529)SPMM,187,148,0 --> 2
(4530)SPMM,187,149,0 --> 2
(4531)SPMM,187,150,0 --> 2
(4532)SPMM,187,151,0 --> 2
(4533)SPMM,187,152,0 --> 2
(4534)SPMM,187,153,0 --> 2
(4535)SPMM,187,154,0 --> 2
(4536)SPMM,187,155,0 --> 2
(4537)SPMM,187,156,0 --> 2
(4538)SPMM,187,157,0 --> 2
(4539)SPMM,187,158,0 --> 2
(4540)SPMM,187,159,0 --> 2
(4541)SPMM,188,128,0 --> 2
(4542)SPMM,188,129,0 --> 2
(4543)SPMM,188,138,0 --> 2
(4544)SPMM,188,139,0 --> 2
(4545)SPMM,188,140,0 --> 2
(4546)SPMM,188,141,0 --> 2
(4547)SPMM,188,142,0 --> 2
(4548)SPMM,188,143,0 --> 2
(4549)SPMM,188,144,0 --> 2
(4550)SPMM,188,145,0 --> 2
(4551)SPMM,188,146,0 --> 2
(4552)SPMM,188,147,0 --> 2
(4553)SPMM,188,148,0 --> 2
(4554)SPMM,188,149,0 --> 2
(4555)SPMM,188,150,0 --> 2
(4556)SPMM,188,151,0 --> 2
(4557)SPMM,188,152,0 --> 2
(4558)SPMM,188,153,0 --> 2
(4559)SPMM,188,154,0 --> 2
(4560)SPMM,188,155,0 --> 2
(4561)SPMM,188,157,0 --> 2
(4562)SPMM,188,158,0 --> 2
(4563)SPMM,188,159,0 --> 2
(4564)SPMM,189,128,0 --> 2
(4565)SPMM,189,129,0 --> 2
(4566)SPMM,189,138,0 --> 2
(4567)SPMM,189,139,0 --> 2
(4568)SPMM,189,140,0 --> 2
(4569)SPMM,189,141,0 --> 2
(4570)SPMM,189,142,0 --> 2
(4571)SPMM,189,143,0 --> 2
(4572)SPMM,189,144,0 --> 2
(4573)SPMM,189,145,0 --> 2
(4574)SPMM,189,146,0 --> 2
(4575)SPMM,189,147,0 --> 2
(4576)SPMM,189,148,0 --> 2
(4577)SPMM,189,149,0 --> 2
(4578)SPMM,189,150,0 --> 2
(4579)SPMM,189,151,0 --> 2
(4580)SPMM,189,152,0 --> 2
(4581)SPMM,189,153,0 --> 2
(4582)SPMM,189,154,0 --> 2
(4583)SPMM,189,155,0 --> 2
(4584)SPMM,189,156,0 --> 2
(4585)SPMM,189,157,0 --> 2
(4586)SPMM,189,158,0 --> 2
(4587)SPMM,189,159,0 --> 2
(4588)SPMM,190,128,0 --> 2
(4589)SPMM,190,129,0 --> 2
(4590)SPMM,190,138,0 --> 2
(4591)SPMM,190,139,0 --> 2
(4592)SPMM,190,140,0 --> 2
(4593)SPMM,190,141,0 --> 2
(4594)SPMM,190,142,0 --> 2
(4595)SPMM,190,143,0 --> 2
(4596)SPMM,190,144,0 --> 2
(4597)SPMM,190,145,0 --> 2
(4598)SPMM,190,146,0 --> 2
(4599)SPMM,190,147,0 --> 2
(4600)SPMM,190,148,0 --> 2
(4601)SPMM,190,149,0 --> 2
(4602)SPMM,190,150,0 --> 2
(4603)SPMM,190,151,0 --> 2
(4604)SPMM,190,152,0 --> 2
(4605)SPMM,190,153,0 --> 2
(4606)SPMM,190,154,0 --> 2
(4607)SPMM,190,155,0 --> 2
(4608)SPMM,190,156,0 --> 2
(4609)SPMM,190,157,0 --> 2
(4610)SPMM,190,158,0 --> 2
(4611)SPMM,190,159,0 --> 2
(4612)SPMM,191,128,0 --> 2
(4613)SPMM,191,129,0 --> 2
(4614)SPMM,191,138,0 --> 2
(4615)SPMM,191,139,0 --> 2
(4616)SPMM,191,140,0 --> 2
(4617)SPMM,191,141,0 --> 2
(4618)SPMM,191,142,0 --> 2
(4619)SPMM,191,143,0 --> 2
(4620)SPMM,191,144,0 --> 2
(4621)SPMM,191,145,0 --> 2
(4622)SPMM,191,146,0 --> 2
(4623)SPMM,191,147,0 --> 2
(4624)SPMM,191,148,0 --> 2
(4625)SPMM,191,149,0 --> 2
(4626)SPMM,191,150,0 --> 2
(4627)SPMM,191,151,0 --> 2
(4628)SPMM,191,152,0 --> 2
(4629)SPMM,191,153,0 --> 2
(4630)SPMM,191,154,0 --> 2
(4631)SPMM,191,155,0 --> 2
(4632)SPMM,191,156,0 --> 2
(4633)SPMM,191,157,0 --> 2
(4634)SPMM,191,158,0 --> 2
(4635)SPMM,191,159,0 --> 2
(4636)SPMM,160,160,0 --> 2
(4637)SPMM,161,160,0 --> 2
(4638)SPMM,161,161,0 --> 2
(4639)SPMM,162,160,0 --> 2
(4640)SPMM,162,161,0 --> 2
(4641)SPMM,162,162,0 --> 2
(4642)SPMM,163,160,0 --> 2
(4643)SPMM,163,161,0 --> 2
(4644)SPMM,163,162,0 --> 2
(4645)SPMM,163,163,0 --> 2
(4646)SPMM,164,160,0 --> 2
(4647)SPMM,164,161,0 --> 2
(4648)SPMM,164,163,0 --> 2
(4649)SPMM,164,164,0 --> 2
(4650)SPMM,165,160,0 --> 2
(4651)SPMM,165,163,0 --> 2
(4652)SPMM,165,164,0 --> 2
(4653)SPMM,165,165,0 --> 2
(4654)SPMM,166,160,0 --> 2
(4655)SPMM,166,165,0 --> 2
(4656)SPMM,166,166,0 --> 2
(4657)SPMM,167,160,0 --> 2
(4658)SPMM,167,166,0 --> 2
(4659)SPMM,167,167,0 --> 2
(4660)SPMM,168,160,0 --> 2
(4661)SPMM,168,166,0 --> 2
(4662)SPMM,168,167,0 --> 2
(4663)SPMM,168,168,0 --> 2
(4664)SPMM,169,166,0 --> 2
(4665)SPMM,169,167,0 --> 2
(4666)SPMM,169,168,0 --> 2
(4667)SPMM,169,169,0 --> 2
(4668)SPMM,170,166,0 --> 2
(4669)SPMM,170,169,0 --> 2
(4670)SPMM,170,170,0 --> 2
(4671)SPMM,171,160,0 --> 2
(4672)SPMM,171,166,0 --> 2
(4673)SPMM,171,170,0 --> 2
(4674)SPMM,171,171,0 --> 2
(4675)SPMM,172,160,0 --> 2
(4676)SPMM,172,166,0 --> 2
(4677)SPMM,172,170,0 --> 2
(4678)SPMM,172,171,0 --> 2
(4679)SPMM,172,172,0 --> 2
(4680)SPMM,173,160,0 --> 2
(4681)SPMM,173,161,0 --> 2
(4682)SPMM,173,162,0 --> 2
(4683)SPMM,173,164,0 --> 2
(4684)SPMM,173,165,0 --> 2
(4685)SPMM,173,166,0 --> 2
(4686)SPMM,173,171,0 --> 2
(4687)SPMM,173,172,0 --> 2
(4688)SPMM,173,173,0 --> 2
(4689)SPMM,174,173,0 --> 2
(4690)SPMM,174,174,0 --> 2
(4691)SPMM,175,166,0 --> 2
(4692)SPMM,175,169,0 --> 2
(4693)SPMM,175,170,0 --> 2
(4694)SPMM,175,171,0 --> 2
(4695)SPMM,175,174,0 --> 2
(4696)SPMM,175,175,0 --> 2
(4697)SPMM,176,166,0 --> 2
(4698)SPMM,176,168,0 --> 2
(4699)SPMM,176,169,0 --> 2
(4700)SPMM,176,175,0 --> 2
(4701)SPMM,176,176,0 --> 2
(4702)SPMM,177,170,0 --> 2
(4703)SPMM,177,171,0 --> 2
(4704)SPMM,177,175,0 --> 2
(4705)SPMM,177,176,0 --> 2
(4706)SPMM,177,177,0 --> 2
(4707)SPMM,178,160,0 --> 2
(4708)SPMM,178,165,0 --> 2
(4709)SPMM,178,166,0 --> 2
(4710)SPMM,178,167,0 --> 2
(4711)SPMM,178,169,0 --> 2
(4712)SPMM,178,171,0 --> 2
(4713)SPMM,178,173,0 --> 2
(4714)SPMM,178,175,0 --> 2
(4715)SPMM,178,176,0 --> 2
(4716)SPMM,178,177,0 --> 2
(4717)SPMM,178,178,0 --> 2
(4718)SPMM,179,175,0 --> 2
(4719)SPMM,179,176,0 --> 2
(4720)SPMM,179,177,0 --> 2
(4721)SPMM,179,178,0 --> 2
(4722)SPMM,179,179,0 --> 2
(4723)SPMM,180,175,0 --> 2
(4724)SPMM,180,176,0 --> 2
(4725)SPMM,180,177,0 --> 2
(4726)SPMM,180,178,0 --> 2
(4727)SPMM,180,179,0 --> 2
(4728)SPMM,180,180,0 --> 2
(4729)SPMM,181,161,0 --> 2
(4730)SPMM,181,162,0 --> 2
(4731)SPMM,181,163,0 --> 2
(4732)SPMM,181,175,0 --> 2
(4733)SPMM,181,176,0 --> 2
(4734)SPMM,181,177,0 --> 2
(4735)SPMM,181,178,0 --> 2
(4736)SPMM,181,179,0 --> 2
(4737)SPMM,181,180,0 --> 2
(4738)SPMM,181,181,0 --> 2
(4739)SPMM,182,160,0 --> 2
(4740)SPMM,182,163,0 --> 2
(4741)SPMM,182,164,0 --> 2
(4742)SPMM,182,167,0 --> 2
(4743)SPMM,182,168,0 --> 2
(4744)SPMM,182,169,0 --> 2
(4745)SPMM,182,178,0 --> 2
(4746)SPMM,182,181,0 --> 2
(4747)SPMM,182,182,0 --> 2
(4748)SPMM,183,160,0 --> 2
(4749)SPMM,183,161,0 --> 2
(4750)SPMM,183,165,0 --> 2
(4751)SPMM,183,166,0 --> 2
(4752)SPMM,183,167,0 --> 2
(4753)SPMM,183,168,0 --> 2
(4754)SPMM,183,169,0 --> 2
(4755)SPMM,183,170,0 --> 2
(4756)SPMM,183,171,0 --> 2
(4757)SPMM,183,172,0 --> 2
(4758)SPMM,183,173,0 --> 2
(4759)SPMM,183,175,0 --> 2
(4760)SPMM,183,177,0 --> 2
(4761)SPMM,183,178,0 --> 2
(4762)SPMM,183,180,0 --> 2
(4763)SPMM,183,181,0 --> 2
(4764)SPMM,183,182,0 --> 2
(4765)SPMM,183,183,0 --> 2
(4766)SPMM,184,160,0 --> 2
(4767)SPMM,184,161,0 --> 2
(4768)SPMM,184,162,0 --> 2
(4769)SPMM,184,163,0 --> 2
(4770)SPMM,184,164,0 --> 2
(4771)SPMM,184,165,0 --> 2
(4772)SPMM,184,166,0 --> 2
(4773)SPMM,184,167,0 --> 2
(4774)SPMM,184,168,0 --> 2
(4775)SPMM,184,169,0 --> 2
(4776)SPMM,184,170,0 --> 2
(4777)SPMM,184,171,0 --> 2
(4778)SPMM,184,172,0 --> 2
(4779)SPMM,184,173,0 --> 2
(4780)SPMM,184,174,0 --> 2
(4781)SPMM,184,175,0 --> 2
(4782)SPMM,184,176,0 --> 2
(4783)SPMM,184,177,0 --> 2
(4784)SPMM,184,178,0 --> 2
(4785)SPMM,184,179,0 --> 2
(4786)SPMM,184,180,0 --> 2
(4787)SPMM,184,181,0 --> 2
(4788)SPMM,184,182,0 --> 2
(4789)SPMM,184,183,0 --> 2
(4790)SPMM,184,184,0 --> 2
(4791)SPMM,185,160,0 --> 2
(4792)SPMM,185,161,0 --> 2
(4793)SPMM,185,162,0 --> 2
(4794)SPMM,185,163,0 --> 2
(4795)SPMM,185,164,0 --> 2
(4796)SPMM,185,165,0 --> 2
(4797)SPMM,185,166,0 --> 2
(4798)SPMM,185,167,0 --> 2
(4799)SPMM,185,168,0 --> 2
(4800)SPMM,185,169,0 --> 2
(4801)SPMM,185,170,0 --> 2
(4802)SPMM,185,173,0 --> 2
(4803)SPMM,185,174,0 --> 2
(4804)SPMM,185,175,0 --> 2
(4805)SPMM,185,176,0 --> 2
(4806)SPMM,185,177,0 --> 2
(4807)SPMM,185,178,0 --> 2
(4808)SPMM,185,179,0 --> 2
(4809)SPMM,185,180,0 --> 2
(4810)SPMM,185,181,0 --> 2
(4811)SPMM,185,182,0 --> 2
(4812)SPMM,185,183,0 --> 2
(4813)SPMM,185,184,0 --> 2
(4814)SPMM,185,185,0 --> 2
(4815)SPMM,186,160,0 --> 2
(4816)SPMM,186,161,0 --> 2
(4817)SPMM,186,162,0 --> 2
(4818)SPMM,186,163,0 --> 2
(4819)SPMM,186,164,0 --> 2
(4820)SPMM,186,165,0 --> 2
(4821)SPMM,186,166,0 --> 2
(4822)SPMM,186,167,0 --> 2
(4823)SPMM,186,168,0 --> 2
(4824)SPMM,186,169,0 --> 2
(4825)SPMM,186,170,0 --> 2
(4826)SPMM,186,171,0 --> 2
(4827)SPMM,186,172,0 --> 2
(4828)SPMM,186,173,0 --> 2
(4829)SPMM,186,174,0 --> 2
(4830)SPMM,186,177,0 --> 2
(4831)SPMM,186,178,0 --> 2
(4832)SPMM,186,180,0 --> 2
(4833)SPMM,186,181,0 --> 2
(4834)SPMM,186,182,0 --> 2
(4835)SPMM,186,183,0 --> 2
(4836)SPMM,186,184,0 --> 2
(4837)SPMM,186,185,0 --> 2
(4838)SPMM,186,186,0 --> 2
(4839)SPMM,187,160,0 --> 2
(4840)SPMM,187,161,0 --> 2
(4841)SPMM,187,162,0 --> 2
(4842)SPMM,187,163,0 --> 2
(4843)SPMM,187,164,0 --> 2
(4844)SPMM,187,165,0 --> 2
(4845)SPMM,187,166,0 --> 2
(4846)SPMM,187,167,0 --> 2
(4847)SPMM,187,168,0 --> 2
(4848)SPMM,187,169,0 --> 2
(4849)SPMM,187,170,0 --> 2
(4850)SPMM,187,171,0 --> 2
(4851)SPMM,187,172,0 --> 2
(4852)SPMM,187,173,0 --> 2
(4853)SPMM,187,174,0 --> 2
(4854)SPMM,187,175,0 --> 2
(4855)SPMM,187,176,0 --> 2
(4856)SPMM,187,177,0 --> 2
(4857)SPMM,187,178,0 --> 2
(4858)SPMM,187,179,0 --> 2
(4859)SPMM,187,180,0 --> 2
(4860)SPMM,187,181,0 --> 2
(4861)SPMM,187,182,0 --> 2
(4862)SPMM,187,183,0 --> 2
(4863)SPMM,187,184,0 --> 2
(4864)SPMM,187,185,0 --> 2
(4865)SPMM,187,186,0 --> 2
(4866)SPMM,187,187,0 --> 2
(4867)SPMM,188,160,0 --> 2
(4868)SPMM,188,161,0 --> 2
(4869)SPMM,188,162,0 --> 2
(4870)SPMM,188,163,0 --> 2
(4871)SPMM,188,164,0 --> 2
(4872)SPMM,188,165,0 --> 2
(4873)SPMM,188,166,0 --> 2
(4874)SPMM,188,167,0 --> 2
(4875)SPMM,188,168,0 --> 2
(4876)SPMM,188,169,0 --> 2
(4877)SPMM,188,170,0 --> 2
(4878)SPMM,188,171,0 --> 2
(4879)SPMM,188,172,0 --> 2
(4880)SPMM,188,173,0 --> 2
(4881)SPMM,188,174,0 --> 2
(4882)SPMM,188,175,0 --> 2
(4883)SPMM,188,177,0 --> 2
(4884)SPMM,188,178,0 --> 2
(4885)SPMM,188,180,0 --> 2
(4886)SPMM,188,181,0 --> 2
(4887)SPMM,188,182,0 --> 2
(4888)SPMM,188,183,0 --> 2
(4889)SPMM,188,184,0 --> 2
(4890)SPMM,188,185,0 --> 2
(4891)SPMM,188,186,0 --> 2
(4892)SPMM,188,187,0 --> 2
(4893)SPMM,188,188,0 --> 2
(4894)SPMM,189,160,0 --> 2
(4895)SPMM,189,161,0 --> 2
(4896)SPMM,189,162,0 --> 2
(4897)SPMM,189,163,0 --> 2
(4898)SPMM,189,164,0 --> 2
(4899)SPMM,189,165,0 --> 2
(4900)SPMM,189,166,0 --> 2
(4901)SPMM,189,167,0 --> 2
(4902)SPMM,189,168,0 --> 2
(4903)SPMM,189,169,0 --> 2
(4904)SPMM,189,170,0 --> 2
(4905)SPMM,189,171,0 --> 2
(4906)SPMM,189,172,0 --> 2
(4907)SPMM,189,173,0 --> 2
(4908)SPMM,189,174,0 --> 2
(4909)SPMM,189,175,0 --> 2
(4910)SPMM,189,176,0 --> 2
(4911)SPMM,189,177,0 --> 2
(4912)SPMM,189,178,0 --> 2
(4913)SPMM,189,179,0 --> 2
(4914)SPMM,189,180,0 --> 2
(4915)SPMM,189,181,0 --> 2
(4916)SPMM,189,182,0 --> 2
(4917)SPMM,189,183,0 --> 2
(4918)SPMM,189,184,0 --> 2
(4919)SPMM,189,185,0 --> 2
(4920)SPMM,189,186,0 --> 2
(4921)SPMM,189,187,0 --> 2
(4922)SPMM,189,188,0 --> 2
(4923)SPMM,189,189,0 --> 2
(4924)SPMM,190,160,0 --> 2
(4925)SPMM,190,161,0 --> 2
(4926)SPMM,190,162,0 --> 2
(4927)SPMM,190,163,0 --> 2
(4928)SPMM,190,164,0 --> 2
(4929)SPMM,190,165,0 --> 2
(4930)SPMM,190,166,0 --> 2
(4931)SPMM,190,167,0 --> 2
(4932)SPMM,190,168,0 --> 2
(4933)SPMM,190,169,0 --> 2
(4934)SPMM,190,170,0 --> 2
(4935)SPMM,190,171,0 --> 2
(4936)SPMM,190,172,0 --> 2
(4937)SPMM,190,173,0 --> 2
(4938)SPMM,190,174,0 --> 2
(4939)SPMM,190,175,0 --> 2
(4940)SPMM,190,176,0 --> 2
(4941)SPMM,190,177,0 --> 2
(4942)SPMM,190,178,0 --> 2
(4943)SPMM,190,179,0 --> 2
(4944)SPMM,190,180,0 --> 2
(4945)SPMM,190,181,0 --> 2
(4946)SPMM,190,182,0 --> 2
(4947)SPMM,190,183,0 --> 2
(4948)SPMM,190,184,0 --> 2
(4949)SPMM,190,185,0 --> 2
(4950)SPMM,190,186,0 --> 2
(4951)SPMM,190,187,0 --> 2
(4952)SPMM,190,188,0 --> 2
(4953)SPMM,190,189,0 --> 2
(4954)SPMM,190,190,0 --> 2
(4955)SPMM,191,160,0 --> 2
(4956)SPMM,191,161,0 --> 2
(4957)SPMM,191,162,0 --> 2
(4958)SPMM,191,163,0 --> 2
(4959)SPMM,191,164,0 --> 2
(4960)SPMM,191,165,0 --> 2
(4961)SPMM,191,166,0 --> 2
(4962)SPMM,191,167,0 --> 2
(4963)SPMM,191,168,0 --> 2
(4964)SPMM,191,169,0 --> 2
(4965)SPMM,191,170,0 --> 2
(4966)SPMM,191,171,0 --> 2
(4967)SPMM,191,172,0 --> 2
(4968)SPMM,191,173,0 --> 2
(4969)SPMM,191,174,0 --> 2
(4970)SPMM,191,175,0 --> 2
(4971)SPMM,191,176,0 --> 2
(4972)SPMM,191,177,0 --> 2
(4973)SPMM,191,178,0 --> 2
(4974)SPMM,191,179,0 --> 2
(4975)SPMM,191,180,0 --> 2
(4976)SPMM,191,181,0 --> 2
(4977)SPMM,191,182,0 --> 2
(4978)SPMM,191,183,0 --> 2
(4979)SPMM,191,184,0 --> 2
(4980)SPMM,191,185,0 --> 2
(4981)SPMM,191,186,0 --> 2
(4982)SPMM,191,187,0 --> 2
(4983)SPMM,191,188,0 --> 2
(4984)SPMM,191,189,0 --> 2
(4985)SPMM,191,190,0 --> 2
(4986)SPMM,191,191,0 --> 2
(4987)SETZERO,192,1 --> 67
(4988)SETZERO,193,1 --> 7
(4989)SETZERO,194,1 --> 13
(4990)SETZERO,195,1 --> 8
(4991)SETZERO,196,1 --> 11
(4992)SETZERO,197,1 --> 8
(4993)SETZERO,198,1 --> 9
(4994)SETZERO,199,1 --> 11
(4995)SETZERO,200,1 --> 15
(4996)SETZERO,201,1 --> 13
(4997)SETZERO,202,1 --> 18
(4998)SETZERO,203,1 --> 11
(4999)SETZERO,204,1 --> 11
(5000)SETZERO,205,1 --> 14
(5001)SETZERO,206,1 --> 14
(5002)SETZERO,207,1 --> 16
(5003)SETZERO,208,1 --> 16
(5004)SETZERO,209,1 --> 13
(5005)SETZERO,210,1 --> 26
(5006)SETZERO,211,1 --> 18
(5007)SETZERO,212,1 --> 15
(5008)SETZERO,213,1 --> 21
(5009)SETZERO,214,1 --> 16
(5010)SETZERO,215,1 --> 21
(5011)SETZERO,216,1 --> 33
(5012)SETZERO,217,1 --> 37
(5013)SETZERO,218,1 --> 26
(5014)SETZERO,219,1 --> 12
(5015)SETZERO,220,1 --> 10
(5016)SETZERO,221,1 --> 14
(5017)SETZERO,222,1 --> 13
(5018)SETZERO,223,1 --> 20
(5019)SPMM,192,0,0 --> 2
(5020)SPMM,192,20,0 --> 2
(5021)SPMM,192,123,0 --> 2
(5022)SPMM,192,124,0 --> 2
(5023)SPMM,192,125,0 --> 2
(5024)SPMM,192,126,0 --> 2
(5025)SPMM,192,127,0 --> 2
(5026)SPMM,218,123,0 --> 2
(5027)SPMM,218,125,0 --> 2
(5028)SPMM,218,126,0 --> 2
(5029)SPMM,192,128,0 --> 2
(5030)SPMM,192,129,0 --> 2
(5031)SPMM,192,130,0 --> 2
(5032)SPMM,192,131,0 --> 2
(5033)SPMM,192,132,0 --> 2
(5034)SPMM,192,133,0 --> 2
(5035)SPMM,192,138,0 --> 2
(5036)SPMM,192,139,0 --> 2
(5037)SPMM,192,140,0 --> 2
(5038)SPMM,192,142,0 --> 2
(5039)SPMM,192,143,0 --> 2
(5040)SPMM,192,144,0 --> 2
(5041)SPMM,192,145,0 --> 2
(5042)SPMM,192,146,0 --> 2
(5043)SPMM,192,147,0 --> 2
(5044)SPMM,192,148,0 --> 2
(5045)SPMM,192,149,0 --> 2
(5046)SPMM,192,150,0 --> 2
(5047)SPMM,192,151,0 --> 2
(5048)SPMM,192,152,0 --> 2
(5049)SPMM,192,153,0 --> 2
(5050)SPMM,192,154,0 --> 2
(5051)SPMM,192,155,0 --> 2
(5052)SPMM,192,156,0 --> 2
(5053)SPMM,192,157,0 --> 2
(5054)SPMM,192,158,0 --> 2
(5055)SPMM,192,159,0 --> 2
(5056)SPMM,193,129,0 --> 2
(5057)SPMM,193,130,0 --> 2
(5058)SPMM,193,131,0 --> 2
(5059)SPMM,193,132,0 --> 2
(5060)SPMM,193,133,0 --> 2
(5061)SPMM,194,129,0 --> 2
(5062)SPMM,194,130,0 --> 2
(5063)SPMM,194,131,0 --> 2
(5064)SPMM,194,132,0 --> 2
(5065)SPMM,194,133,0 --> 2
(5066)SPMM,194,134,0 --> 2
(5067)SPMM,194,135,0 --> 2
(5068)SPMM,194,136,0 --> 2
(5069)SPMM,194,137,0 --> 2
(5070)SPMM,194,138,0 --> 2
(5071)SPMM,195,130,0 --> 2
(5072)SPMM,195,131,0 --> 2
(5073)SPMM,195,132,0 --> 2
(5074)SPMM,195,133,0 --> 2
(5075)SPMM,196,130,0 --> 2
(5076)SPMM,196,131,0 --> 2
(5077)SPMM,196,132,0 --> 2
(5078)SPMM,196,133,0 --> 2
(5079)SPMM,196,134,0 --> 2
(5080)SPMM,196,135,0 --> 2
(5081)SPMM,197,130,0 --> 2
(5082)SPMM,197,131,0 --> 2
(5083)SPMM,197,132,0 --> 2
(5084)SPMM,198,130,0 --> 2
(5085)SPMM,198,131,0 --> 2
(5086)SPMM,198,132,0 --> 2
(5087)SPMM,199,130,0 --> 2
(5088)SPMM,199,131,0 --> 2
(5089)SPMM,199,132,0 --> 2
(5090)SPMM,199,133,0 --> 2
(5091)SPMM,199,134,0 --> 2
(5092)SPMM,200,129,0 --> 2
(5093)SPMM,200,130,0 --> 2
(5094)SPMM,200,131,0 --> 2
(5095)SPMM,200,132,0 --> 2
(5096)SPMM,200,133,0 --> 2
(5097)SPMM,200,134,0 --> 2
(5098)SPMM,200,135,0 --> 2
(5099)SPMM,201,130,0 --> 2
(5100)SPMM,201,131,0 --> 2
(5101)SPMM,201,132,0 --> 2
(5102)SPMM,201,133,0 --> 2
(5103)SPMM,202,129,0 --> 2
(5104)SPMM,202,130,0 --> 2
(5105)SPMM,202,131,0 --> 2
(5106)SPMM,202,132,0 --> 2
(5107)SPMM,202,133,0 --> 2
(5108)SPMM,202,134,0 --> 2
(5109)SPMM,202,136,0 --> 2
(5110)SPMM,202,137,0 --> 2
(5111)SPMM,203,130,0 --> 2
(5112)SPMM,203,131,0 --> 2
(5113)SPMM,203,132,0 --> 2
(5114)SPMM,203,133,0 --> 2
(5115)SPMM,204,130,0 --> 2
(5116)SPMM,204,131,0 --> 2
(5117)SPMM,204,132,0 --> 2
(5118)SPMM,204,133,0 --> 2
(5119)SPMM,205,130,0 --> 2
(5120)SPMM,205,131,0 --> 2
(5121)SPMM,205,132,0 --> 2
(5122)SPMM,205,133,0 --> 2
(5123)SPMM,206,130,0 --> 2
(5124)SPMM,206,131,0 --> 2
(5125)SPMM,206,132,0 --> 2
(5126)SPMM,206,133,0 --> 2
(5127)SPMM,207,130,0 --> 2
(5128)SPMM,207,131,0 --> 2
(5129)SPMM,207,132,0 --> 2
(5130)SPMM,207,133,0 --> 2
(5131)SPMM,208,129,0 --> 2
(5132)SPMM,208,130,0 --> 2
(5133)SPMM,208,131,0 --> 2
(5134)SPMM,208,132,0 --> 2
(5135)SPMM,208,133,0 --> 2
(5136)SPMM,209,129,0 --> 2
(5137)SPMM,209,130,0 --> 2
(5138)SPMM,209,131,0 --> 2
(5139)SPMM,209,132,0 --> 2
(5140)SPMM,209,133,0 --> 2
(5141)SPMM,210,129,0 --> 2
(5142)SPMM,210,130,0 --> 2
(5143)SPMM,210,131,0 --> 2
(5144)SPMM,210,132,0 --> 2
(5145)SPMM,210,133,0 --> 2
(5146)SPMM,210,135,0 --> 2
(5147)SPMM,210,138,0 --> 2
(5148)SPMM,211,130,0 --> 2
(5149)SPMM,211,131,0 --> 2
(5150)SPMM,211,132,0 --> 2
(5151)SPMM,211,133,0 --> 2
(5152)SPMM,212,129,0 --> 2
(5153)SPMM,212,130,0 --> 2
(5154)SPMM,212,131,0 --> 2
(5155)SPMM,212,132,0 --> 2
(5156)SPMM,212,133,0 --> 2
(5157)SPMM,213,129,0 --> 2
(5158)SPMM,213,130,0 --> 2
(5159)SPMM,213,131,0 --> 2
(5160)SPMM,213,132,0 --> 2
(5161)SPMM,213,133,0 --> 2
(5162)SPMM,214,130,0 --> 2
(5163)SPMM,214,131,0 --> 2
(5164)SPMM,214,132,0 --> 2
(5165)SPMM,214,133,0 --> 2
(5166)SPMM,215,130,0 --> 2
(5167)SPMM,215,131,0 --> 2
(5168)SPMM,215,132,0 --> 2
(5169)SPMM,215,133,0 --> 2
(5170)SPMM,215,134,0 --> 2
(5171)SPMM,215,135,0 --> 2
(5172)SPMM,215,137,0 --> 2
(5173)SPMM,216,129,0 --> 2
(5174)SPMM,216,130,0 --> 2
(5175)SPMM,216,131,0 --> 2
(5176)SPMM,216,132,0 --> 2
(5177)SPMM,216,133,0 --> 2
(5178)SPMM,216,134,0 --> 2
(5179)SPMM,216,135,0 --> 2
(5180)SPMM,216,137,0 --> 2
(5181)SPMM,217,129,0 --> 2
(5182)SPMM,217,130,0 --> 2
(5183)SPMM,217,131,0 --> 2
(5184)SPMM,217,132,0 --> 2
(5185)SPMM,217,133,0 --> 2
(5186)SPMM,217,134,0 --> 2
(5187)SPMM,217,135,0 --> 2
(5188)SPMM,217,136,0 --> 2
(5189)SPMM,217,137,0 --> 2
(5190)SPMM,217,138,0 --> 2
(5191)SPMM,218,128,0 --> 2
(5192)SPMM,218,129,0 --> 2
(5193)SPMM,218,130,0 --> 2
(5194)SPMM,218,131,0 --> 2
(5195)SPMM,218,133,0 --> 2
(5196)SPMM,218,134,0 --> 2
(5197)SPMM,218,135,0 --> 2
(5198)SPMM,218,136,0 --> 2
(5199)SPMM,218,137,0 --> 2
(5200)SPMM,218,138,0 --> 2
(5201)SPMM,218,143,0 --> 2
(5202)SPMM,218,159,0 --> 2
(5203)SPMM,219,129,0 --> 2
(5204)SPMM,219,133,0 --> 2
(5205)SPMM,219,134,0 --> 2
(5206)SPMM,219,135,0 --> 2
(5207)SPMM,219,136,0 --> 2
(5208)SPMM,219,137,0 --> 2
(5209)SPMM,219,138,0 --> 2
(5210)SPMM,220,133,0 --> 2
(5211)SPMM,220,134,0 --> 2
(5212)SPMM,220,135,0 --> 2
(5213)SPMM,220,136,0 --> 2
(5214)SPMM,220,137,0 --> 2
(5215)SPMM,220,138,0 --> 2
(5216)SPMM,221,130,0 --> 2
(5217)SPMM,221,131,0 --> 2
(5218)SPMM,221,133,0 --> 2
(5219)SPMM,221,134,0 --> 2
(5220)SPMM,221,135,0 --> 2
(5221)SPMM,221,136,0 --> 2
(5222)SPMM,221,137,0 --> 2
(5223)SPMM,222,130,0 --> 2
(5224)SPMM,222,132,0 --> 2
(5225)SPMM,222,134,0 --> 2
(5226)SPMM,222,135,0 --> 2
(5227)SPMM,222,136,0 --> 2
(5228)SPMM,222,137,0 --> 2
